===============================================================
Gobuster v3.6
by OJ Reeves (@TheColonial) & Christian Mehlmauer (@firefart)
===============================================================
[+] Url:                     https://play.picoctf.org/practice?FUZZ=1
[+] Method:                  GET
[+] Threads:                 10
[+] Wordlist:                /home/piyal/SecLists/Discovery/Web-Content/BurpSuite-ParamMiner/lowercase-headers
[+] Excluded Status codes:   400,301
[+] User Agent:              gobuster/3.6
[+] Timeout:                 10s
===============================================================
Starting gobuster in fuzzing mode
===============================================================
[2KFound: [Status=200] [Length=2466] [Word=Password] https://play.picoctf.org/practice?Password=1
[2KFound: [Status=200] [Length=2466] [Word=Params-Get-Type] https://play.picoctf.org/practice?Params-Get-Type=1
[2KFound: [Status=200] [Length=2466] [Word=Partial-Content] https://play.picoctf.org/practice?Partial-Content=1
[2KFound: [Status=200] [Length=2466] [Word=Params-Raise-Error] https://play.picoctf.org/practice?Params-Raise-Error=1
[2KFound: [Status=200] [Length=2466] [Word=Path] https://play.picoctf.org/practice?Path=1
[2KFound: [Status=200] [Length=2466] [Word=Path-Base] https://play.picoctf.org/practice?Path-Base=1
[2KFound: [Status=200] [Length=2466] [Word=Path-Info] https://play.picoctf.org/practice?Path-Info=1
[2KFound: [Status=200] [Length=2466] [Word=Path-Themes] https://play.picoctf.org/practice?Path-Themes=1
[2KFound: [Status=200] [Length=2466] [Word=Path-Translated] https://play.picoctf.org/practice?Path-Translated=1
[2KFound: [Status=200] [Length=2466] [Word=Payment-Required] https://play.picoctf.org/practice?Payment-Required=1
[2KFound: [Status=200] [Length=2466] [Word=Pc-Remote-Addr] https://play.picoctf.org/practice?Pc-Remote-Addr=1
[2KFound: [Status=200] [Length=2466] [Word=Php] https://play.picoctf.org/practice?Php=1
[2KFound: [Status=200] [Length=2466] [Word=Php-Auth-User] https://play.picoctf.org/practice?Php-Auth-User=1
[2KFound: [Status=200] [Length=2466] [Word=Pink-Pony] https://play.picoctf.org/practice?Pink-Pony=1
[2KFound: [Status=200] [Length=2466] [Word=Php-Auth-Pw] https://play.picoctf.org/practice?Php-Auth-Pw=1
[2KFound: [Status=200] [Length=2466] [Word=Phpthreads] https://play.picoctf.org/practice?Phpthreads=1
[2KFound: [Status=200] [Length=2466] [Word=Phone-Number] https://play.picoctf.org/practice?Phone-Number=1
[2KFound: [Status=200] [Length=2466] [Word=Port] https://play.picoctf.org/practice?Port=1
[2KFound: [Status=200] [Length=2466] [Word=Post-Error] https://play.picoctf.org/practice?Post-Error=1
[2KFound: [Status=200] [Length=2466] [Word=Portsensor-Auth] https://play.picoctf.org/practice?Portsensor-Auth=1
[2KFound: [Status=200] [Length=2466] [Word=Post-Files] https://play.picoctf.org/practice?Post-Files=1
[2KFound: [Status=200] [Length=2466] [Word=Postredir-301] https://play.picoctf.org/practice?Postredir-301=1
[2KFound: [Status=200] [Length=2466] [Word=Post-Vars] https://play.picoctf.org/practice?Post-Vars=1
[2KFound: [Status=200] [Length=2466] [Word=Postredir-All] https://play.picoctf.org/practice?Postredir-All=1
[2KFound: [Status=200] [Length=2466] [Word=Post] https://play.picoctf.org/practice?Post=1
[2KFound: [Status=200] [Length=2466] [Word=Pragma] https://play.picoctf.org/practice?Pragma=1
[2KFound: [Status=200] [Length=2466] [Word=Postredir-302] https://play.picoctf.org/practice?Postredir-302=1
[2KFound: [Status=200] [Length=2466] [Word=Pragma-No-Cache] https://play.picoctf.org/practice?Pragma-No-Cache=1
[2KFound: [Status=200] [Length=2466] [Word=Precondition-Failed] https://play.picoctf.org/practice?Precondition-Failed=1
[2KFound: [Status=200] [Length=2466] [Word=Prefer] https://play.picoctf.org/practice?Prefer=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy] https://play.picoctf.org/practice?Proxy=1
[2KFound: [Status=200] [Length=2466] [Word=Protocol] https://play.picoctf.org/practice?Protocol=1
[2KFound: [Status=200] [Length=2466] [Word=Profile] https://play.picoctf.org/practice?Profile=1
[2KFound: [Status=200] [Length=2466] [Word=Processing] https://play.picoctf.org/practice?Processing=1
[2KFound: [Status=200] [Length=2466] [Word=Protocols] https://play.picoctf.org/practice?Protocols=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Agent] https://play.picoctf.org/practice?Proxy-Agent=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Authenticate] https://play.picoctf.org/practice?Proxy-Authenticate=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Authentication-Required] https://play.picoctf.org/practice?Proxy-Authentication-Required=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Authorization] https://play.picoctf.org/practice?Proxy-Authorization=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Connection] https://play.picoctf.org/practice?Proxy-Connection=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Host] https://play.picoctf.org/practice?Proxy-Host=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Port] https://play.picoctf.org/practice?Proxy-Port=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Http] https://play.picoctf.org/practice?Proxy-Http=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Http-1-0] https://play.picoctf.org/practice?Proxy-Http-1-0=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Pwd] https://play.picoctf.org/practice?Proxy-Pwd=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Request-Fulluri] https://play.picoctf.org/practice?Proxy-Request-Fulluri=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Password] https://play.picoctf.org/practice?Proxy-Password=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Socks4] https://play.picoctf.org/practice?Proxy-Socks4=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Socks4a] https://play.picoctf.org/practice?Proxy-Socks4a=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Socks5] https://play.picoctf.org/practice?Proxy-Socks5=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Socks5-Hostname] https://play.picoctf.org/practice?Proxy-Socks5-Hostname=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-Url] https://play.picoctf.org/practice?Proxy-Url=1
[2KFound: [Status=200] [Length=2466] [Word=Proxy-User] https://play.picoctf.org/practice?Proxy-User=1
[2KFound: [Status=200] [Length=2466] [Word=Public-Key-Pins] https://play.picoctf.org/practice?Public-Key-Pins=1
[2KFound: [Status=200] [Length=2466] [Word=Public-Key-Pins-Report-Only] https://play.picoctf.org/practice?Public-Key-Pins-Report-Only=1
[2KFound: [Status=200] [Length=2466] [Word=Pull] https://play.picoctf.org/practice?Pull=1
[2KFound: [Status=200] [Length=2466] [Word=Put] https://play.picoctf.org/practice?Put=1
[2KFound: [Status=200] [Length=2466] [Word=Querystring] https://play.picoctf.org/practice?Querystring=1
[2KFound: [Status=200] [Length=2466] [Word=Query-String] https://play.picoctf.org/practice?Query-String=1
[2KFound: [Status=200] [Length=2466] [Word=Querystring-Type-Array] https://play.picoctf.org/practice?Querystring-Type-Array=1
[2KFound: [Status=200] [Length=2466] [Word=Querystring-Type-Bool] https://play.picoctf.org/practice?Querystring-Type-Bool=1
[2KFound: [Status=200] [Length=2466] [Word=Querystring-Type-Float] https://play.picoctf.org/practice?Querystring-Type-Float=1
[2KFound: [Status=200] [Length=2466] [Word=Querystring-Type-Int] https://play.picoctf.org/practice?Querystring-Type-Int=1
[2KFound: [Status=200] [Length=2466] [Word=Querystring-Type-Object] https://play.picoctf.org/practice?Querystring-Type-Object=1
[2KFound: [Status=200] [Length=2466] [Word=Range-Not-Satisfiable] https://play.picoctf.org/practice?Range-Not-Satisfiable=1
[2KFound: [Status=200] [Length=2466] [Word=Querystring-Type-String] https://play.picoctf.org/practice?Querystring-Type-String=1
[2KFound: [Status=200] [Length=2466] [Word=Range] https://play.picoctf.org/practice?Range=1
[2KFound: [Status=200] [Length=2466] [Word=Raw-Post-Data] https://play.picoctf.org/practice?Raw-Post-Data=1
[2KFound: [Status=200] [Length=2466] [Word=Read-State-Begin] https://play.picoctf.org/practice?Read-State-Begin=1
[2KFound: [Status=200] [Length=2466] [Word=Read-State-Body] https://play.picoctf.org/practice?Read-State-Body=1
[2KFound: [Status=200] [Length=2466] [Word=Read-State-Headers] https://play.picoctf.org/practice?Read-State-Headers=1
[2KFound: [Status=200] [Length=2466] [Word=Real-Ip] https://play.picoctf.org/practice?Real-Ip=1
[2KFound: [Status=200] [Length=2466] [Word=Real-Method] https://play.picoctf.org/practice?Real-Method=1
[2KFound: [Status=200] [Length=2466] [Word=Reason] https://play.picoctf.org/practice?Reason=1
[2KFound: [Status=200] [Length=2466] [Word=Reason-Phrase] https://play.picoctf.org/practice?Reason-Phrase=1
[2KFound: [Status=200] [Length=2466] [Word=Recipient] https://play.picoctf.org/practice?Recipient=1
[2KFound: [Status=200] [Length=2466] [Word=Redirect] https://play.picoctf.org/practice?Redirect=1
[2KFound: [Status=200] [Length=2466] [Word=Redirected-Accept-Language] https://play.picoctf.org/practice?Redirected-Accept-Language=1
[2KFound: [Status=200] [Length=2466] [Word=Redirect-Found] https://play.picoctf.org/practice?Redirect-Found=1
[2KFound: [Status=200] [Length=2466] [Word=Redirection-Found] https://play.picoctf.org/practice?Redirection-Found=1
[2KFound: [Status=200] [Length=2466] [Word=Redirection-Multiple-Choices] https://play.picoctf.org/practice?Redirection-Multiple-Choices=1
[2KFound: [Status=200] [Length=2466] [Word=Redirection-Not-Modified] https://play.picoctf.org/practice?Redirection-Not-Modified=1
[2KFound: [Status=200] [Length=2466] [Word=Redirection-Permanent] https://play.picoctf.org/practice?Redirection-Permanent=1
[2KFound: [Status=200] [Length=2466] [Word=Redirection-Temporary] https://play.picoctf.org/practice?Redirection-Temporary=1
[2KFound: [Status=200] [Length=2466] [Word=Redirection-See-Other] https://play.picoctf.org/practice?Redirection-See-Other=1
[2KFound: [Status=200] [Length=2466] [Word=Redirection-Unused] https://play.picoctf.org/practice?Redirection-Unused=1
[2KFound: [Status=200] [Length=2466] [Word=Redirection-Use-Proxy] https://play.picoctf.org/practice?Redirection-Use-Proxy=1
[2KFound: [Status=200] [Length=2466] [Word=Redirect-Post] https://play.picoctf.org/practice?Redirect-Post=1
[2KFound: [Status=200] [Length=2466] [Word=Redirect-Perm] https://play.picoctf.org/practice?Redirect-Perm=1
[2KFound: [Status=200] [Length=2466] [Word=Redirect-Problem-Withoutwww] https://play.picoctf.org/practice?Redirect-Problem-Withoutwww=1
[2KFound: [Status=200] [Length=2466] [Word=Redirect-Problem-Withwww] https://play.picoctf.org/practice?Redirect-Problem-Withwww=1
[2KFound: [Status=200] [Length=2466] [Word=Redirect-Proxy] https://play.picoctf.org/practice?Redirect-Proxy=1
[2KFound: [Status=200] [Length=2466] [Word=Redirect-Temp] https://play.picoctf.org/practice?Redirect-Temp=1
[2KFound: [Status=200] [Length=2466] [Word=Ref] https://play.picoctf.org/practice?Ref=1
[2KFound: [Status=200] [Length=2466] [Word=Referer] https://play.picoctf.org/practice?Referer=1
[2KFound: [Status=200] [Length=2466] [Word=Referer] https://play.picoctf.org/practice?Referer=1
[2KFound: [Status=200] [Length=2466] [Word=Referrer-Policy] https://play.picoctf.org/practice?Referrer-Policy=1
[2KFound: [Status=200] [Length=2466] [Word=Referrer] https://play.picoctf.org/practice?Referrer=1
[2KFound: [Status=200] [Length=2466] [Word=Refresh] https://play.picoctf.org/practice?Refresh=1
[2KFound: [Status=200] [Length=2466] [Word=Refferer] https://play.picoctf.org/practice?Refferer=1
[2KFound: [Status=200] [Length=2466] [Word=Remote-Addr] https://play.picoctf.org/practice?Remote-Addr=1
[2KFound: [Status=200] [Length=2466] [Word=Remix-Hash] https://play.picoctf.org/practice?Remix-Hash=1
[2KFound: [Status=200] [Length=2466] [Word=Remote-Host] https://play.picoctf.org/practice?Remote-Host=1
[2KFound: [Status=200] [Length=2466] [Word=Remote-User] https://play.picoctf.org/practice?Remote-User=1
[2KFound: [Status=200] [Length=2466] [Word=Remote-Userhttps] https://play.picoctf.org/practice?Remote-Userhttps=1
[2KFound: [Status=200] [Length=2466] [Word=Remote-Host-Wp] https://play.picoctf.org/practice?Remote-Host-Wp=1
[2KFound: [Status=200] [Length=2466] [Word=Report-To] https://play.picoctf.org/practice?Report-To=1
[2KFound: [Status=200] [Length=2466] [Word=Request] https://play.picoctf.org/practice?Request=1
[2KFound: [Status=200] [Length=2466] [Word=Request2-Tests-Base-Url] https://play.picoctf.org/practice?Request2-Tests-Base-Url=1
[2KFound: [Status=200] [Length=2466] [Word=Request2-Tests-Proxy-Host] https://play.picoctf.org/practice?Request2-Tests-Proxy-Host=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Entity-Too-Large] https://play.picoctf.org/practice?Request-Entity-Too-Large=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Error] https://play.picoctf.org/practice?Request-Error=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Error-File] https://play.picoctf.org/practice?Request-Error-File=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Error-Gzip-Crc] https://play.picoctf.org/practice?Request-Error-Gzip-Crc=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Error-Gzip-Data] https://play.picoctf.org/practice?Request-Error-Gzip-Data=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Error-Gzip-Read] https://play.picoctf.org/practice?Request-Error-Gzip-Read=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Error-Gzip-Method] https://play.picoctf.org/practice?Request-Error-Gzip-Method=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Error-Redirects] https://play.picoctf.org/practice?Request-Error-Redirects=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Error-Response] https://play.picoctf.org/practice?Request-Error-Response=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Error-Proxy] https://play.picoctf.org/practice?Request-Error-Proxy=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Error-Url] https://play.picoctf.org/practice?Request-Error-Url=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Http-Ver-1-0] https://play.picoctf.org/practice?Request-Http-Ver-1-0=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Http-Ver-1-1] https://play.picoctf.org/practice?Request-Http-Ver-1-1=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Mbstring] https://play.picoctf.org/practice?Request-Mbstring=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Method] https://play.picoctf.org/practice?Request-Method=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Method-Delete] https://play.picoctf.org/practice?Request-Method-Delete=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Method-Post] https://play.picoctf.org/practice?Request-Method-Post=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Method-] https://play.picoctf.org/practice?Request-Method-=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Method-Head] https://play.picoctf.org/practice?Request-Method-Head=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Method-Get] https://play.picoctf.org/practice?Request-Method-Get=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Method-Put] https://play.picoctf.org/practice?Request-Method-Put=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Method-Options] https://play.picoctf.org/practice?Request-Method-Options=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Method-Trace] https://play.picoctf.org/practice?Request-Method-Trace=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Timeout] https://play.picoctf.org/practice?Request-Timeout=1
[2KFound: [Status=200] [Length=2466] [Word=Requesttoken] https://play.picoctf.org/practice?Requesttoken=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Uri] https://play.picoctf.org/practice?Request-Uri=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Time-Out] https://play.picoctf.org/practice?Request-Time-Out=1
[2KFound: [Status=200] [Length=2466] [Word=Reset-Content] https://play.picoctf.org/practice?Reset-Content=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Uri-Too-Large] https://play.picoctf.org/practice?Request-Uri-Too-Large=1
[2KFound: [Status=200] [Length=2466] [Word=Request-Vars] https://play.picoctf.org/practice?Request-Vars=1
[2KFound: [Status=200] [Length=2466] [Word=Rest-Key] https://play.picoctf.org/practice?Rest-Key=1
[2KFound: [Status=200] [Length=2466] [Word=Response] https://play.picoctf.org/practice?Response=1
[2KFound: [Status=200] [Length=2466] [Word=Rest-Sign] https://play.picoctf.org/practice?Rest-Sign=1
[2KFound: [Status=200] [Length=2466] [Word=Retry-After] https://play.picoctf.org/practice?Retry-After=1
[2KFound: [Status=200] [Length=2466] [Word=Returned-Error] https://play.picoctf.org/practice?Returned-Error=1
[2KFound: [Status=200] [Length=2466] [Word=Rlnclientipaddr] https://play.picoctf.org/practice?Rlnclientipaddr=1
[2KFound: [Status=200] [Length=2466] [Word=Safe-Ports-List] https://play.picoctf.org/practice?Safe-Ports-List=1
[2KFound: [Status=200] [Length=2466] [Word=Root] https://play.picoctf.org/practice?Root=1
[2KFound: [Status=200] [Length=2466] [Word=Safe-Ports-Ssl-List] https://play.picoctf.org/practice?Safe-Ports-Ssl-List=1
[2KFound: [Status=200] [Length=2466] [Word=Schedule-Reply] https://play.picoctf.org/practice?Schedule-Reply=1
[2KFound: [Status=200] [Length=2466] [Word=Script-Name] https://play.picoctf.org/practice?Script-Name=1
[2KFound: [Status=200] [Length=2466] [Word=Scheme] https://play.picoctf.org/practice?Scheme=1
[2KFound: [Status=200] [Length=2466] [Word=Secretkey] https://play.picoctf.org/practice?Secretkey=1
[2KFound: [Status=200] [Length=2466] [Word=Sec-Websocket-Accept] https://play.picoctf.org/practice?Sec-Websocket-Accept=1
[2KFound: [Status=200] [Length=2466] [Word=Sec-Websocket-Extensions] https://play.picoctf.org/practice?Sec-Websocket-Extensions=1
[2KFound: [Status=200] [Length=2466] [Word=Sec-Websocket-Key2] https://play.picoctf.org/practice?Sec-Websocket-Key2=1
[2KFound: [Status=200] [Length=2466] [Word=Sec-Websocket-Key1] https://play.picoctf.org/practice?Sec-Websocket-Key1=1
[2KFound: [Status=200] [Length=2466] [Word=Sec-Websocket-Version] https://play.picoctf.org/practice?Sec-Websocket-Version=1
[2KFound: [Status=200] [Length=2466] [Word=Sec-Websocket-Key] https://play.picoctf.org/practice?Sec-Websocket-Key=1
[2KFound: [Status=200] [Length=2466] [Word=Sec-Websocket-Origin] https://play.picoctf.org/practice?Sec-Websocket-Origin=1
[2KFound: [Status=200] [Length=2466] [Word=Self] https://play.picoctf.org/practice?Self=1
[2KFound: [Status=200] [Length=2466] [Word=Sec-Websocket-Protocol] https://play.picoctf.org/practice?Sec-Websocket-Protocol=1
[2KFound: [Status=200] [Length=2466] [Word=See-Other] https://play.picoctf.org/practice?See-Other=1
[2KFound: [Status=200] [Length=2466] [Word=Send-X-Frame-Options] https://play.picoctf.org/practice?Send-X-Frame-Options=1
[2KFound: [Status=200] [Length=2466] [Word=Server] https://play.picoctf.org/practice?Server=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Bad-Gateway] https://play.picoctf.org/practice?Server-Bad-Gateway=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Error] https://play.picoctf.org/practice?Server-Error=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Gateway-Timeout] https://play.picoctf.org/practice?Server-Gateway-Timeout=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Internal] https://play.picoctf.org/practice?Server-Internal=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Not-Implemented] https://play.picoctf.org/practice?Server-Not-Implemented=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Port] https://play.picoctf.org/practice?Server-Port=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Name] https://play.picoctf.org/practice?Server-Name=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Protocol] https://play.picoctf.org/practice?Server-Protocol=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Port-Secure] https://play.picoctf.org/practice?Server-Port-Secure=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Service-Unavailable] https://play.picoctf.org/practice?Server-Service-Unavailable=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Software] https://play.picoctf.org/practice?Server-Software=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Unsupported-Version] https://play.picoctf.org/practice?Server-Unsupported-Version=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Vars] https://play.picoctf.org/practice?Server-Vars=1
[2KFound: [Status=200] [Length=2466] [Word=Server-Varsabantecart] https://play.picoctf.org/practice?Server-Varsabantecart=1
[2KFound: [Status=200] [Length=2466] [Word=Service-Unavailable] https://play.picoctf.org/practice?Service-Unavailable=1
[2KFound: [Status=200] [Length=2466] [Word=Set-Cookie] https://play.picoctf.org/practice?Set-Cookie=1
[2KFound: [Status=200] [Length=2466] [Word=Set-Cookie2] https://play.picoctf.org/practice?Set-Cookie2=1
[2KFound: [Status=200] [Length=2466] [Word=Session-Id-Tag] https://play.picoctf.org/practice?Session-Id-Tag=1
[2KFound: [Status=200] [Length=2466] [Word=Session-Vars] https://play.picoctf.org/practice?Session-Vars=1
[2KFound: [Status=200] [Length=2466] [Word=Shib-] https://play.picoctf.org/practice?Shib-=1
[2KFound: [Status=200] [Length=2466] [Word=Shib-Application-Id] https://play.picoctf.org/practice?Shib-Application-Id=1
[2KFound: [Status=200] [Length=2466] [Word=Shib-Identity-Provider] https://play.picoctf.org/practice?Shib-Identity-Provider=1
[2KFound: [Status=200] [Length=2466] [Word=Shib-Logouturl] https://play.picoctf.org/practice?Shib-Logouturl=1
[2KFound: [Status=200] [Length=2466] [Word=Shopilex] https://play.picoctf.org/practice?Shopilex=1
[2KFound: [Status=200] [Length=2466] [Word=Slug] https://play.picoctf.org/practice?Slug=1
[2KFound: [Status=200] [Length=2466] [Word=Somevar] https://play.picoctf.org/practice?Somevar=1
[2KFound: [Status=200] [Length=2466] [Word=Socketlog] https://play.picoctf.org/practice?Socketlog=1
[2KFound: [Status=200] [Length=2466] [Word=Sn] https://play.picoctf.org/practice?Sn=1
[2KFound: [Status=200] [Length=2466] [Word=Socket-Connection-Err] https://play.picoctf.org/practice?Socket-Connection-Err=1
[2KFound: [Status=200] [Length=2466] [Word=Soapaction] https://play.picoctf.org/practice?Soapaction=1
[2KFound: [Status=200] [Length=2466] [Word=Sourcemap] https://play.picoctf.org/practice?Sourcemap=1
[2KFound: [Status=200] [Length=2466] [Word=Sp-Client] https://play.picoctf.org/practice?Sp-Client=1
[2KFound: [Status=200] [Length=2466] [Word=Sp-Host] https://play.picoctf.org/practice?Sp-Host=1
[2KFound: [Status=200] [Length=2466] [Word=Ssl] https://play.picoctf.org/practice?Ssl=1
[2KFound: [Status=200] [Length=2466] [Word=Ssl-Https] https://play.picoctf.org/practice?Ssl-Https=1
[2KFound: [Status=200] [Length=2466] [Word=Ssl-Offloaded] https://play.picoctf.org/practice?Ssl-Offloaded=1
[2KFound: [Status=200] [Length=2466] [Word=Sslsessionid] https://play.picoctf.org/practice?Sslsessionid=1
[2KFound: [Status=200] [Length=2466] [Word=Ssl-Version-Any] https://play.picoctf.org/practice?Ssl-Version-Any=1
[2KFound: [Status=200] [Length=2466] [Word=Ssl-Session-Id] https://play.picoctf.org/practice?Ssl-Session-Id=1
[2KFound: [Status=200] [Length=2466] [Word=Start] https://play.picoctf.org/practice?Start=1
[2KFound: [Status=200] [Length=2466] [Word=Status] https://play.picoctf.org/practice?Status=1
[2KFound: [Status=200] [Length=2466] [Word=Status-] https://play.picoctf.org/practice?Status-=1
[2KFound: [Status=200] [Length=2466] [Word=Status-403] https://play.picoctf.org/practice?Status-403=1
[2KFound: [Status=200] [Length=2466] [Word=Status-403-Admin-Del] https://play.picoctf.org/practice?Status-403-Admin-Del=1
[2KFound: [Status=200] [Length=2466] [Word=Status-404] https://play.picoctf.org/practice?Status-404=1
[2KFound: [Status=200] [Length=2466] [Word=Status-Bad-Request] https://play.picoctf.org/practice?Status-Bad-Request=1
[2KFound: [Status=200] [Length=2466] [Word=Status-Code] https://play.picoctf.org/practice?Status-Code=1
[2KFound: [Status=200] [Length=2466] [Word=Status-Forbidden] https://play.picoctf.org/practice?Status-Forbidden=1
[2KFound: [Status=200] [Length=2466] [Word=Status-Ok] https://play.picoctf.org/practice?Status-Ok=1
[2KFound: [Status=200] [Length=2466] [Word=Strict-Transport-Security] https://play.picoctf.org/practice?Strict-Transport-Security=1
[2KFound: [Status=200] [Length=2466] [Word=Str-Match] https://play.picoctf.org/practice?Str-Match=1
[2KFound: [Status=200] [Length=2466] [Word=Status-Platform-403] https://play.picoctf.org/practice?Status-Platform-403=1
[2KFound: [Status=403] [Length=15432] [Word=Support-Events] https://play.picoctf.org/practice?Support-Events=1
[2KFound: [Status=200] [Length=2466] [Word=Success-Accepted] https://play.picoctf.org/practice?Success-Accepted=1
[2KFound: [Status=200] [Length=2466] [Word=Success-Created] https://play.picoctf.org/practice?Success-Created=1
[2KFound: [Status=200] [Length=2466] [Word=Success-Non-Authoritative] https://play.picoctf.org/practice?Success-Non-Authoritative=1
[2KFound: [Status=200] [Length=2466] [Word=Success-No-Content] https://play.picoctf.org/practice?Success-No-Content=1
[2KFound: [Status=200] [Length=2466] [Word=Success-Ok] https://play.picoctf.org/practice?Success-Ok=1
[2KFound: [Status=403] [Length=15441] [Word=Support-Requests] https://play.picoctf.org/practice?Support-Requests=1
[2KFound: [Status=200] [Length=2466] [Word=Success-Partial-Content] https://play.picoctf.org/practice?Success-Partial-Content=1
[2KFound: [Status=200] [Length=2466] [Word=Support] https://play.picoctf.org/practice?Support=1
[2KFound: [Status=200] [Length=2466] [Word=Success-Reset-Content] https://play.picoctf.org/practice?Success-Reset-Content=1
[2KFound: [Status=200] [Length=2466] [Word=Support-Encodings] https://play.picoctf.org/practice?Support-Encodings=1
[2KFound: [Status=200] [Length=2466] [Word=Support-Magicmime] https://play.picoctf.org/practice?Support-Magicmime=1
[2KFound: [Status=200] [Length=2466] [Word=Support-Sslrequests] https://play.picoctf.org/practice?Support-Sslrequests=1
[2KFound: [Status=200] [Length=2466] [Word=Surrogate-Capability] https://play.picoctf.org/practice?Surrogate-Capability=1
[2KFound: [Status=200] [Length=2466] [Word=Te] https://play.picoctf.org/practice?Te=1
[2KFound: [Status=200] [Length=2466] [Word=Switching-Protocols] https://play.picoctf.org/practice?Switching-Protocols=1
[2KFound: [Status=200] [Length=2466] [Word=Test] https://play.picoctf.org/practice?Test=1
[2KFound: [Status=200] [Length=2466] [Word=Temporary-Redirect] https://play.picoctf.org/practice?Temporary-Redirect=1
[2KFound: [Status=200] [Length=2466] [Word=Test-Server-Path] https://play.picoctf.org/practice?Test-Server-Path=1
[2KFound: [Status=200] [Length=2466] [Word=Test-Config] https://play.picoctf.org/practice?Test-Config=1
[2KFound: [Status=200] [Length=2466] [Word=Ticket] https://play.picoctf.org/practice?Ticket=1
[2KFound: [Status=200] [Length=2466] [Word=Timeout] https://play.picoctf.org/practice?Timeout=1
[2KFound: [Status=200] [Length=2466] [Word=Time-Out] https://play.picoctf.org/practice?Time-Out=1
[2KFound: [Status=200] [Length=2466] [Word=Title] https://play.picoctf.org/practice?Title=1
[2KFound: [Status=200] [Length=2466] [Word=Timing-Allow-Origin] https://play.picoctf.org/practice?Timing-Allow-Origin=1
[2KFound: [Status=200] [Length=2466] [Word=Tk] https://play.picoctf.org/practice?Tk=1
[2KFound: [Status=200] [Length=2466] [Word=Token] https://play.picoctf.org/practice?Token=1
[2KFound: [Status=200] [Length=2466] [Word=Tmp] https://play.picoctf.org/practice?Tmp=1
[2KFound: [Status=200] [Length=2466] [Word=Trailer] https://play.picoctf.org/practice?Trailer=1
[2KFound: [Status=200] [Length=2466] [Word=Transfer-Encoding] https://play.picoctf.org/practice?Transfer-Encoding=1
