===============================================================
Gobuster v3.6
by OJ Reeves (@TheColonial) & Christian Mehlmauer (@firefart)
===============================================================
[+] Url:                     https://play.picoctf.org/practice?FUZZ=1
[+] Method:                  GET
[+] Threads:                 10
[+] Wordlist:                /home/piyal/SecLists/Discovery/Web-Content/BurpSuite-ParamMiner/lowercase-headers
[+] Excluded Status codes:   400,301
[+] User Agent:              gobuster/3.6
[+] Timeout:                 10s
===============================================================
Starting gobuster in fuzzing mode
===============================================================
[2KFound: [Status=200] [Length=2466] [Word=Download-Status-Unknown] https://play.picoctf.org/practice?Download-Status-Unknown=1
[2KFound: [Status=200] [Length=2466] [Word=Download-Tar] https://play.picoctf.org/practice?Download-Tar=1
[2KFound: [Status=200] [Length=2466] [Word=Download-Tgz] https://play.picoctf.org/practice?Download-Tgz=1
[2KFound: [Status=200] [Length=2466] [Word=Download-Zip] https://play.picoctf.org/practice?Download-Zip=1
[2KFound: [Status=200] [Length=2466] [Word=Download-Url] https://play.picoctf.org/practice?Download-Url=1
[2KFound: [Status=200] [Length=2466] [Word=Download-E-Invalid-File] https://play.picoctf.org/practice?Download-E-Invalid-File=1
[2KFound: [Status=200] [Length=2466] [Word=E-Encoding] https://play.picoctf.org/practice?E-Encoding=1
[2KFound: [Status=200] [Length=2466] [Word=E-Header] https://play.picoctf.org/practice?E-Header=1
[2KFound: [Status=200] [Length=2466] [Word=E-Invalid-Param] https://play.picoctf.org/practice?E-Invalid-Param=1
[2KFound: [Status=200] [Length=2466] [Word=E-Malformed-Headers] https://play.picoctf.org/practice?E-Malformed-Headers=1
[2KFound: [Status=200] [Length=2466] [Word=E-Message-Type] https://play.picoctf.org/practice?E-Message-Type=1
[2KFound: [Status=200] [Length=2466] [Word=Enable-Gzip] https://play.picoctf.org/practice?Enable-Gzip=1
[2KFound: [Status=200] [Length=2466] [Word=Enable-No-Cache-Headers] https://play.picoctf.org/practice?Enable-No-Cache-Headers=1
[2KFound: [Status=200] [Length=2466] [Word=Encoding-Stream-Flush-Full] https://play.picoctf.org/practice?Encoding-Stream-Flush-Full=1
[2KFound: [Status=200] [Length=2466] [Word=Env-Silla-Environment] https://play.picoctf.org/practice?Env-Silla-Environment=1
[2KFound: [Status=200] [Length=2466] [Word=Encoding-Stream-Flush-Sync] https://play.picoctf.org/practice?Encoding-Stream-Flush-Sync=1
[2KFound: [Status=200] [Length=2466] [Word=E-Request-Method] https://play.picoctf.org/practice?E-Request-Method=1
[2KFound: [Status=200] [Length=2466] [Word=Env-Vars] https://play.picoctf.org/practice?Env-Vars=1
[2KFound: [Status=200] [Length=2466] [Word=Encoding-Stream-Flush-None] https://play.picoctf.org/practice?Encoding-Stream-Flush-None=1
[2KFound: [Status=200] [Length=2466] [Word=E-Request] https://play.picoctf.org/practice?E-Request=1
[2KFound: [Status=200] [Length=2466] [Word=E-Querystring] https://play.picoctf.org/practice?E-Querystring=1
[2KFound: [Status=200] [Length=2466] [Word=E-Request-Pool] https://play.picoctf.org/practice?E-Request-Pool=1
[2KFound: [Status=200] [Length=2466] [Word=E-Response] https://play.picoctf.org/practice?E-Response=1
[2KFound: [Status=200] [Length=2466] [Word=Error] https://play.picoctf.org/practice?Error=1
[2KFound: [Status=200] [Length=2466] [Word=Error-1] https://play.picoctf.org/practice?Error-1=1
[2KFound: [Status=200] [Length=2466] [Word=Error-2] https://play.picoctf.org/practice?Error-2=1
[2KFound: [Status=200] [Length=2466] [Word=Error-3] https://play.picoctf.org/practice?Error-3=1
[2KFound: [Status=200] [Length=2466] [Word=Error-Formatting-Html] https://play.picoctf.org/practice?Error-Formatting-Html=1
[2KFound: [Status=200] [Length=2466] [Word=E-Runtime] https://play.picoctf.org/practice?E-Runtime=1
[2KFound: [Status=200] [Length=2466] [Word=Espo-Authorization] https://play.picoctf.org/practice?Espo-Authorization=1
[2KFound: [Status=200] [Length=2466] [Word=Error-4] https://play.picoctf.org/practice?Error-4=1
[2KFound: [Status=200] [Length=2466] [Word=E-Socket] https://play.picoctf.org/practice?E-Socket=1
[2KFound: [Status=200] [Length=2466] [Word=Espo-Cgi-Auth] https://play.picoctf.org/practice?Espo-Cgi-Auth=1
[2KFound: [Status=200] [Length=2466] [Word=Etag] https://play.picoctf.org/practice?Etag=1
[2KFound: [Status=200] [Length=2466] [Word=E-Url] https://play.picoctf.org/practice?E-Url=1
[2KFound: [Status=200] [Length=2466] [Word=Eve-Charid] https://play.picoctf.org/practice?Eve-Charid=1
[2KFound: [Status=200] [Length=2466] [Word=Eve-Charname] https://play.picoctf.org/practice?Eve-Charname=1
[2KFound: [Status=200] [Length=2466] [Word=Eve-Trusted] https://play.picoctf.org/practice?Eve-Trusted=1
[2KFound: [Status=200] [Length=2466] [Word=Eve-Solarsystemid] https://play.picoctf.org/practice?Eve-Solarsystemid=1
[2KFound: [Status=200] [Length=2466] [Word=Ex-Copy-Movie] https://play.picoctf.org/practice?Ex-Copy-Movie=1
[2KFound: [Status=200] [Length=2466] [Word=Eve-Solarsystemname] https://play.picoctf.org/practice?Eve-Solarsystemname=1
[2KFound: [Status=200] [Length=2466] [Word=Expect] https://play.picoctf.org/practice?Expect=1
[2KFound: [Status=200] [Length=2466] [Word=Expectation-Failed] https://play.picoctf.org/practice?Expectation-Failed=1
[2KFound: [Status=200] [Length=2466] [Word=Expires] https://play.picoctf.org/practice?Expires=1
[2KFound: [Status=200] [Length=2466] [Word=Ext] https://play.picoctf.org/practice?Ext=1
[2KFound: [Status=200] [Length=2466] [Word=Fake-Header] https://play.picoctf.org/practice?Fake-Header=1
[2KFound: [Status=200] [Length=2466] [Word=Failed-Dependency] https://play.picoctf.org/practice?Failed-Dependency=1
[2KFound: [Status=200] [Length=2466] [Word=Fastly-Client-Ip] https://play.picoctf.org/practice?Fastly-Client-Ip=1
[2KFound: [Status=200] [Length=2466] [Word=Fb-Appid] https://play.picoctf.org/practice?Fb-Appid=1
[2KFound: [Status=200] [Length=2466] [Word=Fb-Secret] https://play.picoctf.org/practice?Fb-Secret=1
[2KFound: [Status=200] [Length=2466] [Word=Filename] https://play.picoctf.org/practice?Filename=1
[2KFound: [Status=200] [Length=2466] [Word=File-Not-Found] https://play.picoctf.org/practice?File-Not-Found=1
[2KFound: [Status=200] [Length=2466] [Word=Files] https://play.picoctf.org/practice?Files=1
[2KFound: [Status=200] [Length=2466] [Word=Files-Vars] https://play.picoctf.org/practice?Files-Vars=1
[2KFound: [Status=200] [Length=2466] [Word=Fire-Breathing-Dragon] https://play.picoctf.org/practice?Fire-Breathing-Dragon=1
[2KFound: [Status=200] [Length=2466] [Word=Foo] https://play.picoctf.org/practice?Foo=1
[2KFound: [Status=200] [Length=2466] [Word=Foo-Bar] https://play.picoctf.org/practice?Foo-Bar=1
[2KFound: [Status=200] [Length=2466] [Word=Forbidden] https://play.picoctf.org/practice?Forbidden=1
[2KFound: [Status=200] [Length=2466] [Word=Force-Language] https://play.picoctf.org/practice?Force-Language=1
[2KFound: [Status=200] [Length=2466] [Word=Force-Local-Xhprof] https://play.picoctf.org/practice?Force-Local-Xhprof=1
[2KFound: [Status=200] [Length=2466] [Word=Format] https://play.picoctf.org/practice?Format=1
[2KFound: [Status=200] [Length=2466] [Word=Forwarded] https://play.picoctf.org/practice?Forwarded=1
[2KFound: [Status=200] [Length=2466] [Word=Forwarded-For] https://play.picoctf.org/practice?Forwarded-For=1
[2KFound: [Status=200] [Length=2466] [Word=Forwarded-For-Ip] https://play.picoctf.org/practice?Forwarded-For-Ip=1
[2KFound: [Status=200] [Length=2466] [Word=Forwarded-Proto] https://play.picoctf.org/practice?Forwarded-Proto=1
[2KFound: [Status=200] [Length=2466] [Word=From] https://play.picoctf.org/practice?From=1
[2KFound: [Status=200] [Length=2466] [Word=Fromlink] https://play.picoctf.org/practice?Fromlink=1
[2KFound: [Status=200] [Length=2466] [Word=Front-End-Https] https://play.picoctf.org/practice?Front-End-Https=1
[2KFound: [Status=200] [Length=2466] [Word=Gateway-Interface] https://play.picoctf.org/practice?Gateway-Interface=1
[2KFound: [Status=200] [Length=2466] [Word=Gateway-Time-Out] https://play.picoctf.org/practice?Gateway-Time-Out=1
[2KFound: [Status=200] [Length=2466] [Word=Get] https://play.picoctf.org/practice?Get=1
[2KFound: [Status=200] [Length=2466] [Word=Get-Vars] https://play.picoctf.org/practice?Get-Vars=1
[2KFound: [Status=200] [Length=2466] [Word=Givenname] https://play.picoctf.org/practice?Givenname=1
[2KFound: [Status=200] [Length=2466] [Word=Global-All] https://play.picoctf.org/practice?Global-All=1
[2KFound: [Status=200] [Length=2466] [Word=Global-Cookie] https://play.picoctf.org/practice?Global-Cookie=1
[2KFound: [Status=200] [Length=2466] [Word=Global-Get] https://play.picoctf.org/practice?Global-Get=1
[2KFound: [Status=200] [Length=2466] [Word=Global-Post] https://play.picoctf.org/practice?Global-Post=1
[2KFound: [Status=200] [Length=2466] [Word=Gone] https://play.picoctf.org/practice?Gone=1
[2KFound: [Status=200] [Length=2466] [Word=Google-Code-Project-Hosting-Hook-Hmac] https://play.picoctf.org/practice?Google-Code-Project-Hosting-Hook-Hmac=1
[2KFound: [Status=200] [Length=2466] [Word=Header-Lf] https://play.picoctf.org/practice?Header-Lf=1
[2KFound: [Status=200] [Length=2466] [Word=Gzip-Level] https://play.picoctf.org/practice?Gzip-Level=1
[2KFound: [Status=200] [Length=2466] [Word=H0st] https://play.picoctf.org/practice?H0st=1
[2KFound: [Status=200] [Length=2466] [Word=Head] https://play.picoctf.org/practice?Head=1
[2KFound: [Status=200] [Length=2466] [Word=Header] https://play.picoctf.org/practice?Header=1
[2KFound: [Status=200] [Length=2466] [Word=Header-Status-Client-Error] https://play.picoctf.org/practice?Header-Status-Client-Error=1
[2KFound: [Status=200] [Length=2466] [Word=Header-Status-Informational] https://play.picoctf.org/practice?Header-Status-Informational=1
[2KFound: [Status=200] [Length=2466] [Word=Header-Status-Redirect] https://play.picoctf.org/practice?Header-Status-Redirect=1
[2KFound: [Status=200] [Length=2466] [Word=Header-Status-Server-Error] https://play.picoctf.org/practice?Header-Status-Server-Error=1
[2KFound: [Status=200] [Length=2466] [Word=Header-Status-Successful] https://play.picoctf.org/practice?Header-Status-Successful=1
[2KFound: [Status=200] [Length=2466] [Word=Home] https://play.picoctf.org/practice?Home=1
[2KFound: [Status=200] [Length=2466] [Word=Hosti] https://play.picoctf.org/practice?Hosti=1
[2KFound: [Status=200] [Length=2466] [Word=Host] https://play.picoctf.org/practice?Host=1
[2KFound: [Status=200] [Length=2466] [Word=Host-Name] https://play.picoctf.org/practice?Host-Name=1
[2KFound: [Status=200] [Length=2466] [Word=Host-Liveserver] https://play.picoctf.org/practice?Host-Liveserver=1
[2KFound: [Status=200] [Length=2466] [Word=Host-Unavailable] https://play.picoctf.org/practice?Host-Unavailable=1
[2KFound: [Status=200] [Length=2466] [Word=Htaccess] https://play.picoctf.org/practice?Htaccess=1
[2KFound: [Status=200] [Length=2466] [Word=Http-Accept] https://play.picoctf.org/practice?Http-Accept=1
[2KFound: [Status=200] [Length=2466] [Word=Http-Accept-Encoding] https://play.picoctf.org/practice?Http-Accept-Encoding=1
[2KFound: [Status=200] [Length=2466] [Word=Http-Authorization] https://play.picoctf.org/practice?Http-Authorization=1
[2KFound: [Status=200] [Length=2466] [Word=Http-Accept-Language] https://play.picoctf.org/practice?Http-Accept-Language=1
[2KFound: [Status=200] [Length=2466] [Word=Http-Cookie] https://play.picoctf.org/practice?Http-Cookie=1
[2KFound: [Status=200] [Length=2466] [Word=Http-Connection] https://play.picoctf.org/practice?Http-Connection=1
[2KFound: [Status=200] [Length=2466] [Word=Http-Host] https://play.picoctf.org/practice?Http-Host=1
[2KFound: [Status=200] [Length=2466] [Word=Http-Phone-Number] https://play.picoctf.org/practice?Http-Phone-Number=1
[2KFound: [Status=200] [Length=2466] [Word=Https] https://play.picoctf.org/practice?Https=1
[2KFound: [Status=200] [Length=2466] [Word=Http-Referer] https://play.picoctf.org/practice?Http-Referer=1
[2KFound: [Status=200] [Length=2466] [Word=Https-From-Lb] https://play.picoctf.org/practice?Https-From-Lb=1
[2KFound: [Status=200] [Length=2466] [Word=Https-Keysize] https://play.picoctf.org/practice?Https-Keysize=1
[2KFound: [Status=200] [Length=2466] [Word=Https-Secretkeysize] https://play.picoctf.org/practice?Https-Secretkeysize=1
[2KFound: [Status=200] [Length=2466] [Word=Https-Server-Issuer] https://play.picoctf.org/practice?Https-Server-Issuer=1
[2KFound: [Status=200] [Length=2466] [Word=Http-Url] https://play.picoctf.org/practice?Http-Url=1
[2KFound: [Status=200] [Length=2466] [Word=Https-Server-Subject] https://play.picoctf.org/practice?Https-Server-Subject=1
[2KFound: [Status=200] [Length=2466] [Word=If] https://play.picoctf.org/practice?If=1
[2KFound: [Status=200] [Length=2466] [Word=Http-User-Agent] https://play.picoctf.org/practice?Http-User-Agent=1
[2KFound: [Status=200] [Length=2466] [Word=If-Match] https://play.picoctf.org/practice?If-Match=1
[2KFound: [Status=200] [Length=2466] [Word=If-Modified-Since] https://play.picoctf.org/practice?If-Modified-Since=1
[2KFound: [Status=200] [Length=2466] [Word=If-Modified-Since-Version] https://play.picoctf.org/practice?If-Modified-Since-Version=1
[2KFound: [Status=200] [Length=2466] [Word=If-None-Match] https://play.picoctf.org/practice?If-None-Match=1
[2KFound: [Status=200] [Length=2466] [Word=If-Range] https://play.picoctf.org/practice?If-Range=1
[2KFound: [Status=200] [Length=2466] [Word=If-Posted-Before] https://play.picoctf.org/practice?If-Posted-Before=1
[2KFound: [Status=200] [Length=2466] [Word=If-Unmodified-Since] https://play.picoctf.org/practice?If-Unmodified-Since=1
[2KFound: [Status=200] [Length=2466] [Word=If-Unmodified-Since-Version] https://play.picoctf.org/practice?If-Unmodified-Since-Version=1
[2KFound: [Status=200] [Length=2466] [Word=Image] https://play.picoctf.org/practice?Image=1
[2KFound: [Status=200] [Length=2466] [Word=Incap-Client-Ip] https://play.picoctf.org/practice?Incap-Client-Ip=1
[2KFound: [Status=200] [Length=2466] [Word=Info] https://play.picoctf.org/practice?Info=1
[2KFound: [Status=200] [Length=2466] [Word=Images] https://play.picoctf.org/practice?Images=1
[2KFound: [Status=200] [Length=2466] [Word=Info-Download-Size] https://play.picoctf.org/practice?Info-Download-Size=1
[2KFound: [Status=200] [Length=2466] [Word=Info-Download-Time] https://play.picoctf.org/practice?Info-Download-Time=1
[2KFound: [Status=200] [Length=2466] [Word=Info-Return-Code] https://play.picoctf.org/practice?Info-Return-Code=1
[2KFound: [Status=200] [Length=2466] [Word=Info-Total-Request-Stat] https://play.picoctf.org/practice?Info-Total-Request-Stat=1
[2KFound: [Status=200] [Length=2466] [Word=Info-Total-Response-Stat] https://play.picoctf.org/practice?Info-Total-Response-Stat=1
[2KFound: [Status=200] [Length=2466] [Word=Ipresolve-Any] https://play.picoctf.org/practice?Ipresolve-Any=1
[2KFound: [Status=200] [Length=2466] [Word=Internal-Server-Error] https://play.picoctf.org/practice?Internal-Server-Error=1
[2KFound: [Status=200] [Length=2466] [Word=Insufficient-Storage] https://play.picoctf.org/practice?Insufficient-Storage=1
[2KFound: [Status=200] [Length=2466] [Word=Ischedule-Version] https://play.picoctf.org/practice?Ischedule-Version=1
[2KFound: [Status=200] [Length=2466] [Word=Ipresolve-V4] https://play.picoctf.org/practice?Ipresolve-V4=1
[2KFound: [Status=200] [Length=2466] [Word=Ipresolve-V6] https://play.picoctf.org/practice?Ipresolve-V6=1
[2KFound: [Status=200] [Length=2466] [Word=Iv-Groups] https://play.picoctf.org/practice?Iv-Groups=1
[2KFound: [Status=200] [Length=2466] [Word=Iv-User] https://play.picoctf.org/practice?Iv-User=1
[2KFound: [Status=200] [Length=2466] [Word=Javascript] https://play.picoctf.org/practice?Javascript=1
[2KFound: [Status=200] [Length=2466] [Word=Jenkins] https://play.picoctf.org/practice?Jenkins=1
[2KFound: [Status=200] [Length=2466] [Word=Keep-Alive] https://play.picoctf.org/practice?Keep-Alive=1
[2KFound: [Status=200] [Length=2466] [Word=Large-Allocation] https://play.picoctf.org/practice?Large-Allocation=1
[2KFound: [Status=200] [Length=2466] [Word=Label] https://play.picoctf.org/practice?Label=1
[2KFound: [Status=200] [Length=2466] [Word=Kiss-Rpc] https://play.picoctf.org/practice?Kiss-Rpc=1
[2KFound: [Status=200] [Length=2466] [Word=Last-Event-Id] https://play.picoctf.org/practice?Last-Event-Id=1
[2KFound: [Status=200] [Length=2466] [Word=Last-Modified] https://play.picoctf.org/practice?Last-Modified=1
[2KFound: [Status=200] [Length=2466] [Word=Length-Required] https://play.picoctf.org/practice?Length-Required=1
[2KFound: [Status=200] [Length=2466] [Word=Link] https://play.picoctf.org/practice?Link=1
[2KFound: [Status=200] [Length=2466] [Word=Local-Addr] https://play.picoctf.org/practice?Local-Addr=1
[2KFound: [Status=200] [Length=2466] [Word=Local-Content-Sha1] https://play.picoctf.org/practice?Local-Content-Sha1=1
[2KFound: [Status=200] [Length=2466] [Word=Local-Dir] https://play.picoctf.org/practice?Local-Dir=1
[2KFound: [Status=200] [Length=2466] [Word=Location] https://play.picoctf.org/practice?Location=1
[2KFound: [Status=200] [Length=2466] [Word=Lock-Token] https://play.picoctf.org/practice?Lock-Token=1
[2KFound: [Status=200] [Length=2466] [Word=Mail] https://play.picoctf.org/practice?Mail=1
[2KFound: [Status=200] [Length=2466] [Word=Maxdataserviceversion] https://play.picoctf.org/practice?Maxdataserviceversion=1
[2KFound: [Status=200] [Length=2466] [Word=Locked] https://play.picoctf.org/practice?Locked=1
[2KFound: [Status=200] [Length=2466] [Word=Max-Conn] https://play.picoctf.org/practice?Max-Conn=1
[2KFound: [Status=200] [Length=2466] [Word=Max-Forwards] https://play.picoctf.org/practice?Max-Forwards=1
[2KFound: [Status=200] [Length=2466] [Word=Max-Uri-Length] https://play.picoctf.org/practice?Max-Uri-Length=1
[2KFound: [Status=200] [Length=2466] [Word=Max-Request-Size] https://play.picoctf.org/practice?Max-Request-Size=1
[2KFound: [Status=200] [Length=2466] [Word=Message] https://play.picoctf.org/practice?Message=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Baseline-Control] https://play.picoctf.org/practice?Meth-Baseline-Control=1
[2KFound: [Status=200] [Length=2466] [Word=Message-B] https://play.picoctf.org/practice?Message-B=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Checkout] https://play.picoctf.org/practice?Meth-Checkout=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-] https://play.picoctf.org/practice?Meth-=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Acl] https://play.picoctf.org/practice?Meth-Acl=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Checkin] https://play.picoctf.org/practice?Meth-Checkin=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Connect] https://play.picoctf.org/practice?Meth-Connect=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Copy] https://play.picoctf.org/practice?Meth-Copy=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Get] https://play.picoctf.org/practice?Meth-Get=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Delete] https://play.picoctf.org/practice?Meth-Delete=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Head] https://play.picoctf.org/practice?Meth-Head=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Mkactivity] https://play.picoctf.org/practice?Meth-Mkactivity=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Lock] https://play.picoctf.org/practice?Meth-Lock=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Label] https://play.picoctf.org/practice?Meth-Label=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Mkcol] https://play.picoctf.org/practice?Meth-Mkcol=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Merge] https://play.picoctf.org/practice?Meth-Merge=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Mkworkspace] https://play.picoctf.org/practice?Meth-Mkworkspace=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Move] https://play.picoctf.org/practice?Meth-Move=1
[2KFound: [Status=200] [Length=2466] [Word=Method] https://play.picoctf.org/practice?Method=1
[2KFound: [Status=200] [Length=2466] [Word=Method-Not-Allowed] https://play.picoctf.org/practice?Method-Not-Allowed=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Post] https://play.picoctf.org/practice?Meth-Post=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Options] https://play.picoctf.org/practice?Meth-Options=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Propfind] https://play.picoctf.org/practice?Meth-Propfind=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Report] https://play.picoctf.org/practice?Meth-Report=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Put] https://play.picoctf.org/practice?Meth-Put=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Proppatch] https://play.picoctf.org/practice?Meth-Proppatch=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Trace] https://play.picoctf.org/practice?Meth-Trace=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Unlock] https://play.picoctf.org/practice?Meth-Unlock=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Uncheckout] https://play.picoctf.org/practice?Meth-Uncheckout=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Update] https://play.picoctf.org/practice?Meth-Update=1
[2KFound: [Status=200] [Length=2466] [Word=Meth-Version-Control] https://play.picoctf.org/practice?Meth-Version-Control=1
[2KFound: [Status=200] [Length=2466] [Word=Mimetype] https://play.picoctf.org/practice?Mimetype=1
[2KFound: [Status=200] [Length=2466] [Word=Modauth] https://play.picoctf.org/practice?Modauth=1
[2KFound: [Status=200] [Length=2466] [Word=Mode] https://play.picoctf.org/practice?Mode=1
[2KFound: [Status=200] [Length=2466] [Word=Mod-Rewrite] https://play.picoctf.org/practice?Mod-Rewrite=1
[2KFound: [Status=200] [Length=2466] [Word=Mod-Env] https://play.picoctf.org/practice?Mod-Env=1
[2KFound: [Status=200] [Length=2466] [Word=Mod-Security-Message] https://play.picoctf.org/practice?Mod-Security-Message=1
[2KFound: [Status=200] [Length=2466] [Word=Module-Class] https://play.picoctf.org/practice?Module-Class=1
[2KFound: [Status=200] [Length=2466] [Word=Module-Class-Path] https://play.picoctf.org/practice?Module-Class-Path=1
[2KFound: [Status=200] [Length=2466] [Word=Moved-Permanently] https://play.picoctf.org/practice?Moved-Permanently=1
[2KFound: [Status=200] [Length=2466] [Word=Msg-Request] https://play.picoctf.org/practice?Msg-Request=1
[2KFound: [Status=200] [Length=2466] [Word=Module-Name] https://play.picoctf.org/practice?Module-Name=1
[2KFound: [Status=200] [Length=2466] [Word=Ms-Asprotocolversion] https://play.picoctf.org/practice?Ms-Asprotocolversion=1
[2KFound: [Status=200] [Length=2466] [Word=Moved-Temporarily] https://play.picoctf.org/practice?Moved-Temporarily=1
[2KFound: [Status=200] [Length=2466] [Word=Msg-None] https://play.picoctf.org/practice?Msg-None=1
[2KFound: [Status=200] [Length=2466] [Word=Msg-Response] https://play.picoctf.org/practice?Msg-Response=1
[2KFound: [Status=200] [Length=2466] [Word=Msisdn] https://play.picoctf.org/practice?Msisdn=1
[2KFound: [Status=200] [Length=2466] [Word=Multipart-Boundary] https://play.picoctf.org/practice?Multipart-Boundary=1
[2KFound: [Status=200] [Length=2466] [Word=Multiple-Choices] https://play.picoctf.org/practice?Multiple-Choices=1
[2KFound: [Status=200] [Length=2466] [Word=Mysqlport] https://play.picoctf.org/practice?Mysqlport=1
[2KFound: [Status=200] [Length=2466] [Word=Negotiate] https://play.picoctf.org/practice?Negotiate=1
[2KFound: [Status=200] [Length=2466] [Word=My-Header] https://play.picoctf.org/practice?My-Header=1
[2KFound: [Status=200] [Length=2466] [Word=Native-Sockets] https://play.picoctf.org/practice?Native-Sockets=1
[2KFound: [Status=200] [Length=2466] [Word=Nl] https://play.picoctf.org/practice?Nl=1
[2KFound: [Status=200] [Length=2466] [Word=Multi-Status] https://play.picoctf.org/practice?Multi-Status=1
[2KFound: [Status=200] [Length=2466] [Word=No-Content] https://play.picoctf.org/practice?No-Content=1
[2KFound: [Status=200] [Length=2466] [Word=Non-Authoritative] https://play.picoctf.org/practice?Non-Authoritative=1
[2KFound: [Status=200] [Length=2466] [Word=Nonce] https://play.picoctf.org/practice?Nonce=1
[2KFound: [Status=200] [Length=2466] [Word=Not-Exists] https://play.picoctf.org/practice?Not-Exists=1
[2KFound: [Status=200] [Length=2466] [Word=Not-Acceptable] https://play.picoctf.org/practice?Not-Acceptable=1
[2KFound: [Status=200] [Length=2466] [Word=Not-Implemented] https://play.picoctf.org/practice?Not-Implemented=1
[2KFound: [Status=200] [Length=2466] [Word=Not-Extended] https://play.picoctf.org/practice?Not-Extended=1
[2KFound: [Status=200] [Length=2466] [Word=Not-Found] https://play.picoctf.org/practice?Not-Found=1
[2KFound: [Status=200] [Length=2466] [Word=Notification-Template] https://play.picoctf.org/practice?Notification-Template=1
[2KFound: [Status=200] [Length=2466] [Word=Oc-Chunked] https://play.picoctf.org/practice?Oc-Chunked=1
[2KFound: [Status=200] [Length=2466] [Word=Not-Modified] https://play.picoctf.org/practice?Not-Modified=1
[2KFound: [Status=200] [Length=2466] [Word=Ocs-Apirequest] https://play.picoctf.org/practice?Ocs-Apirequest=1
[2KFound: [Status=200] [Length=2466] [Word=Ok] https://play.picoctf.org/practice?Ok=1
[2KFound: [Status=200] [Length=2466] [Word=On-Behalf-Of] https://play.picoctf.org/practice?On-Behalf-Of=1
[2KFound: [Status=200] [Length=2466] [Word=Onerror-Continue] https://play.picoctf.org/practice?Onerror-Continue=1
[2KFound: [Status=200] [Length=2466] [Word=Onerror-Die] https://play.picoctf.org/practice?Onerror-Die=1
[2KFound: [Status=200] [Length=2466] [Word=Onerror-Return] https://play.picoctf.org/practice?Onerror-Return=1
[2KFound: [Status=200] [Length=2466] [Word=Opencart] https://play.picoctf.org/practice?Opencart=1
[2KFound: [Status=200] [Length=2466] [Word=Options] https://play.picoctf.org/practice?Options=1
[2KFound: [Status=200] [Length=2466] [Word=Organizer] https://play.picoctf.org/practice?Organizer=1
[2KFound: [Status=200] [Length=2466] [Word=Origin] https://play.picoctf.org/practice?Origin=1
[2KFound: [Status=200] [Length=2466] [Word=Originator] https://play.picoctf.org/practice?Originator=1
[2KFound: [Status=200] [Length=2466] [Word=Orig_path_info] https://play.picoctf.org/practice?Orig_path_info=1
[2KFound: [Status=200] [Length=2466] [Word=Overwrite] https://play.picoctf.org/practice?Overwrite=1
[2KFound: [Status=200] [Length=2466] [Word=Params-Allow-Comma] https://play.picoctf.org/practice?Params-Allow-Comma=1
[2KFound: [Status=200] [Length=2466] [Word=Params-Get-Catid] https://play.picoctf.org/practice?Params-Get-Catid=1
[2KFound: [Status=200] [Length=2466] [Word=Params-Allow-Failure] https://play.picoctf.org/practice?Params-Allow-Failure=1
[2KFound: [Status=200] [Length=2466] [Word=Params-Default] https://play.picoctf.org/practice?Params-Default=1
[2KFound: [Status=200] [Length=2466] [Word=Params-Get-Downwards] https://play.picoctf.org/practice?Params-Get-Downwards=1
[2KFound: [Status=200] [Length=2466] [Word=Params-Get-Disposition] https://play.picoctf.org/practice?Params-Get-Disposition=1
[2KFound: [Status=200] [Length=2466] [Word=Params-Get-Currentday] https://play.picoctf.org/practice?Params-Get-Currentday=1
[2KFound: [Status=200] [Length=2466] [Word=Params-Get-Givendate] https://play.picoctf.org/practice?Params-Get-Givendate=1
[2KFound: [Status=200] [Length=2466] [Word=Params-Get-Lang] https://play.picoctf.org/practice?Params-Get-Lang=1
[2KFound: [Status=200] [Length=2466] [Word=Passkey] https://play.picoctf.org/practice?Passkey=1
